TxHash,Age,From,To,Value
0x36f7985be2eea5de2341b1279ac7139c20318b9649394da6176c6a2983584842,Apr-11-2018 12:00:19 PM,0x2a2d745250b3f67afc43cb6ce903bf89efb2ccd7,0x17bc58b788808dab201a9a90817ff3c168bf3d61,1.211
0x37954aa83cbf6aaa278e8b894de2838e655600874514a573d7f3158c1fd72bfa,Apr-11-2018 11:59:58 AM,0xc90adee197a4cc35a20765469563f0e4a0fcd24d,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.534
0xf012fb0b95e47fdb2b798ef416e13e88bdb660a8959dadaafd36f9d5cf02e595,Apr-11-2018 11:59:43 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x8ed9be79905151261de1d57cd2ae92da4d22d202,2.55
0xb0fea486ddc9a53bb1ac1760c9e3e9ecbd41a89aa5439da8097612930bdd70e9,Apr-11-2018 11:54:29 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x2a2d745250b3f67afc43cb6ce903bf89efb2ccd7,1.211
0x14f37060818a591e9267fb606c042f4d3db1215cf6ef15fdf1a7bd96efdb9665,Apr-11-2018 11:53:22 AM,0x9e4a40c40a622b025a2119b3c0830a4512e7eaea,0x17bc58b788808dab201a9a90817ff3c168bf3d61,8.015
0x28b5a748147db4e425cb13779ce17010de0963fbec5d629583d8f265be036b15,Apr-11-2018 11:53:22 AM,0x672c1ee96d339cf7488dfcfa7d653f2ef2b4d0ce,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.975
0x612323a50971b11e7a3841df72b7bd85f08145bfc0d28d1ede442d54198cf5ea,Apr-11-2018 11:51:48 AM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,5.6
0x108d7b349372f4ce9a824246e28c4d87149633d7b79bb9bb925145686394ca70,Apr-11-2018 11:51:16 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xc90adee197a4cc35a20765469563f0e4a0fcd24d,0.534
0xb9080bef66498683fd9c0424f05163a04f56dff9cbd73148915724d41195fb36,Apr-11-2018 11:49:25 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x9e4a40c40a622b025a2119b3c0830a4512e7eaea,8.015
0x4cb2e5cc11f9b22e0b987a66ded88f7fbbadb359cb630d35978a295fd48da47e,Apr-11-2018 11:48:01 AM,0xd8517be9b51c57e3965af52f3632a44a3c675224,0x17bc58b788808dab201a9a90817ff3c168bf3d61,2.55
0xee965f7e9b3031607538878621f7b61df49aaed5be00b3278848d36d3fa9f694,Apr-11-2018 11:46:27 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x672c1ee96d339cf7488dfcfa7d653f2ef2b4d0ce,0.555
0x5f16bd6802bfb04c74b007cd3ec0f795a212ecdcd1706b4600cf98b1b4154723,Apr-11-2018 11:45:34 AM,0x591e0a8c1bfd30d80939dea0de208073af7e25b3,0xf6bbc05580b5348ef5ac601c6aa051d60659d9a6,0.375
0x07bb6c2bd26a81eec46c01d3f378a6a1c7c775498216fc6e68ee3680554d5571,Apr-11-2018 11:45:34 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x85107f6f714203609c384201fc7f443df6bdcd29,0.63
0x30b0be88d2fcfbe0c4fd4ebeae4d717aff4431d456f44441904bf937b4072deb,Apr-11-2018 11:44:32 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xd8517be9b51c57e3965af52f3632a44a3c675224,2.55
0xbc2de07a73897b57814927607e2f9c1a0d25c4e6633c2de8a011fc9113242762,Apr-11-2018 11:36:55 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xf77953d70b8b750b9810f536d033aee2f14d3c53,1.17
0xdc7fb03ea07adf3de71a80ccf5c0fba4c9b32ca859e515dd8660755800376f14,Apr-11-2018 11:35:07 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x591e0a8c1bfd30d80939dea0de208073af7e25b3,0.375
0xf0dba7ad5b1fa61c9a17ca176d5d87b3caaa738f3543a3c32d105da37bbcfa4c,Apr-11-2018 11:27:49 AM,0x3986d698a03806dc80d4b62fa7a3387153621e40,0x17bc58b788808dab201a9a90817ff3c168bf3d61,1.575
0x7399271e67ea9ea8e65a49bd954f102a9ced44fa2b3c4c19e869eb9181ac59e9,Apr-11-2018 11:27:49 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x2cf873bb98c915cecaef1a3f64f71c933cfae3b8,2.975
0x1621ce959905bc65298914fce36db177ca62989b5d616d81a321296b0df438b3,Apr-11-2018 11:27:49 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x40d6b269ac7a1cef6da24f87d9a6f8301d2256c6,2.025
0x74aa276b9835b445947a4e486d8b63ca7e31b9f4c7a35b8c84688b70784279d1,Apr-11-2018 11:25:09 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x3986d698a03806dc80d4b62fa7a3387153621e40,1.575
0x149bd269fbab0ab2a652dd47307d08bf620a931ca8a498e87cd7d675b6950d3e,Apr-11-2018 11:23:02 AM,0xeb1dafd5ada86b26e38b12ca4a9bf143a68c670a,0x17bc58b788808dab201a9a90817ff3c168bf3d61,1.475
0x7db2126db508ea777d37bb3a3833ef2b9f2185259364a997cd538a313abaea98,Apr-11-2018 11:21:41 AM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,16.155
0xef786843b3ce5b3a114e09b1e192261e3cb9c3125c95d0828f9a770afd8edc9c,Apr-11-2018 11:19:41 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xeb1dafd5ada86b26e38b12ca4a9bf143a68c670a,1.475
0x1be52e9057ecab79a28369c6b7f074574cb82b80189330df4ea14a16d70d30ac,Apr-11-2018 11:18:45 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xc72380a51e0e93fb0d8bca54d26b379188757260,1.11
0x2cd146183ce560a64ac0468bc400dad4be0b826e85dc1923645a50d49fe1d172,Apr-11-2018 11:15:46 AM,0xe15f9c2b6cccd7be3ad699d2e0c47eaa77e23278,0xdfc7b8df3334c290690fcdc20e8ed3f86a8c5e79,13.8
0xc5d9f30273520446864c0ae0d7584b789c55772e74890850c3baddfa6ab5f8d4,Apr-11-2018 11:12:56 AM,0x45bddf3c9bd469222e018ef8c5299f784e6c27b7,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.6
0x3e55f9f2f56e240f4fe815c55126e20e013e20ef8dc6f1b9c1b7d02ab04da056,Apr-11-2018 11:09:32 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x45bddf3c9bd469222e018ef8c5299f784e6c27b7,0.6
0x5fb324dd1aa77bfe71cd778f6679b81c62c501ea72e74a6f8338f7f6a7b1feff,Apr-11-2018 11:08:33 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xd5bbc7a0c745c57d8893d593301caeef17ff4e91,3.81
0x755a6fc624551f1512f96479956841824517acfe04b172f6bc43a15e8290678e,Apr-11-2018 11:08:23 AM,0xb5ba5083a76475395359497cfa5a5c57ed28e9ec,0x17bc58b788808dab201a9a90817ff3c168bf3d61,11.985
0x10801f5e29a8a693464c3ac3b7cb05887ba54cab03a48b35fd76f6abd18c4a37,Apr-11-2018 11:02:58 AM,0x796310a03f3ddc77dec5a66ffde99c38029ff3ce,0x17bc58b788808dab201a9a90817ff3c168bf3d61,3.57
0x0b22369f693258500a929c0ed8057304aece67ab2211d78970131aeb847706f9,Apr-11-2018 11:02:41 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xb5ba5083a76475395359497cfa5a5c57ed28e9ec,11.985
0x1fd3b014796f2c130ec0e381d0b6052b3d4afb1a84c1474c22072b865c85a76b,Apr-11-2018 11:01:39 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xb31a0b7f19705524c171747a74e34b2d715af0fa,1.56
0x6243f89064428fa250f7da93eb2cfff6855b091c139812d9118902710863edcf,Apr-11-2018 11:00:30 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xe15f9c2b6cccd7be3ad699d2e0c47eaa77e23278,15.878
0x53f317327bfb3fd4ae075a0e0a02af6c423e64268683ab3dd9bbf3475f85542a,Apr-11-2018 10:57:12 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x796310a03f3ddc77dec5a66ffde99c38029ff3ce,3.57
0xde90d9db708c8c5d77b28e701f70ad36a2da9e2310200840300cafe71b3900fe,Apr-11-2018 10:57:12 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xe1a789f3d92f805e965838bec6f4eca9294b8305,2
0x1ae09db13e8ef35c93f97799b7d625c367be40c34e7d30480275498a6e3094f2,Apr-11-2018 10:54:33 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x4412efca7450762f7fd62463d15a5129d9572b42,7.42
0x05d753580886406fc4a1a4c3522925098dd7a3460abc4b658ddbfffd36cc8852,Apr-11-2018 10:51:54 AM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,21.899000000000001
0x2e3b5a2a309aca9f3ea8188ed452b97dea2902e9860722c02d2033c72b8f571c,Apr-11-2018 10:48:41 AM,0x830bd2aac8e5d8c9cf80db58dfd1808ede771a42,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.48
0x77c227611d00cd17cbea5c574ece05439154436cecdb4b79bfd9abd4ade5683c,Apr-11-2018 10:44:27 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x830bd2aac8e5d8c9cf80db58dfd1808ede771a42,0.48
0x0f7cf667327ddd8ed8dde754924634289a6234135630333470fa4daae4fcca81,Apr-11-2018 10:43:11 AM,0x6db47ddfe3c8107e071ce59ef820f49b259056f9,0x17bc58b788808dab201a9a90817ff3c168bf3d61,5.03
0x3aa537a3d00de99af7cd3594c1e6d71b00a453d481a44ba24eda4b3aaec1f972,Apr-11-2018 10:40:19 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x6db47ddfe3c8107e071ce59ef820f49b259056f9,5.03
0x2e534c288770223a6d18db56a87c2f0abc07e1ad6ea0a1d989567edeec79dbd9,Apr-11-2018 10:37:33 AM,0x23c677d405cee6cdfce4cf89e00cee044626e765,0x17bc58b788808dab201a9a90817ff3c168bf3d61,2.7
0xfdf45f2aff89290c4873a7927c4ce688bb5583bd3445f38a41a71236af8a4dc4,Apr-11-2018 10:37:21 AM,0xdab746c4abd61f7ec3f37cc1dc9c9af86b7dffd4,0xdfc7b8df3334c290690fcdc20e8ed3f86a8c5e79,35
0x71e2b19a293cb95dd70cb8d2f1209b0a4e5161e5ad64ba05b37cb855d567dad9,Apr-11-2018 10:37:04 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xccd907fd42de0d3d6e7bfa92c061eb1c1718a029,3.89
0x6e6d97b55ac3e23be5052e204c3c64c3bb3fa1af6957a2043f721494bbda3653,Apr-11-2018 10:34:48 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x8a2bd7a6caf2bf2412eecf86942d65531c799046,1.605
0x74ef43a7298e09b41b30d901029ddfc8c9fbb7ce34b954a4e1edea4ae2bc4c43,Apr-11-2018 10:33:16 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x0ea536c511cdefac888527ce7ba9a50e79ce2400,0.514
0xf4d181f969bbd0151b01a1dc2236aef04d5f54d5dd5fb559acadf1080ff34161,Apr-11-2018 10:31:08 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x23c677d405cee6cdfce4cf89e00cee044626e765,2.7
0x0347c766dece55540dfb58dc2dea11a80147627935c38417744e3f83fdfb38ff,Apr-11-2018 10:28:33 AM,0x8894ec3057725f3186263896c57c57a9fdf92923,0x17bc58b788808dab201a9a90817ff3c168bf3d61,8.050000000000001
0x8c4453a8f4dc0d0c6981e383ddd11f88ae39f1c03367598ea43e1daa06352e75,Apr-11-2018 10:27:32 AM,0x6f218fd59d2c93d4b2acee114df4ee84fb3986a9,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.09
0x47a405791a8248dd512d39bbb377c717007fe7d7eeacbf198f3b9d220c90bf51,Apr-11-2018 10:27:32 AM,0x2487b5b0a8189fc11eb4e8a05aa2fb5acd7b3a2b,0x17bc58b788808dab201a9a90817ff3c168bf3d61,5.549
0xd5c2760e76ffb96a6cec969f5609412d8c03808c7108127498ccecfe2afb0969,Apr-11-2018 10:24:14 AM,0xf6bbc05580b5348ef5ac601c6aa051d60659d9a6,0x8894ec3057725f3186263896c57c57a9fdf92923,8.050000000000001
0xdae4b392fa68cf5f5fc99c301e23904f9139b75c93059d6a339dc4a84dedacee,Apr-11-2018 10:21:48 AM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,21.899
0x8864b795e98400f90f3b5543a75185dafb0d9060380b54021194516a5d63aa39,Apr-11-2018 10:21:44 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x6f218fd59d2c93d4b2acee114df4ee84fb3986a9,0.09
0xf5d21427a734b1e88f58dd4e0db9cf08dc9adf2f1c8dc93cd184712524f58122,Apr-11-2018 10:19:56 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x2487b5b0a8189fc11eb4e8a05aa2fb5acd7b3a2b,2.895
0x99342dc4dd186e34b335265b6280af175056ab663b2521cd5515bca262a87ef7,Apr-11-2018 10:18:00 AM,0xc524e151eb6b948b3df248dec58ad7ed14f10479,0x17bc58b788808dab201a9a90817ff3c168bf3d61,15.435
0x42f0c248cb091683d7a1fc1b4883ffc5c0626ac074c495021512c6bdca88d77e,Apr-11-2018 10:15:00 AM,0xa9926e4ec2d9b6db8bbd31f6e11ecdfafa702df7,0x98920e43e34c69035355d3d831e72c5635149949,0.815
0xb77f93b228f482fdca8c5c38c4909b1704c5494689a8f496af67ee7ded8ea5cb,Apr-11-2018 10:10:30 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xc524e151eb6b948b3df248dec58ad7ed14f10479,10.47
0x25ac9d3b46585595d45ad38dc6a9968481d789005df6133c99233e929a6d8581,Apr-11-2018 10:08:05 AM,0xa9926e4ec2d9b6db8bbd31f6e11ecdfafa702df7,0x98920e43e34c69035355d3d831e72c5635149949,0.1
0xe6f7f034bb118698bc43d02979a6c5c265d950e2d4eab71f7d5d46faf7e0581c,Apr-11-2018 10:07:41 AM,0xaf835436c4c1259b9685eb25554af3800282e9a2,0x17bc58b788808dab201a9a90817ff3c168bf3d61,3.746
0xd55c5c341bbaeaab44e527f9ec9908cd8d8a474a81c7edf4a66c35468644844a,Apr-11-2018 10:02:29 AM,0x0b6fe71307807be87a3c966e9b3b44f6b4ed4510,0x17bc58b788808dab201a9a90817ff3c168bf3d61,2.27
0xc3c9564ce3dad97faca27d9f7a0b55cd04a9ff1c19f61d4d33557acd5e884980,Apr-11-2018 10:00:36 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xaf835436c4c1259b9685eb25554af3800282e9a2,1.796
0xf21e6f9503e38fa8822c29880dbc3cd73ae8122d30d93e86fa95fb26daac0649,Apr-11-2018 09:55:03 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x0b6fe71307807be87a3c966e9b3b44f6b4ed4510,2.27
0x93ab46b3e3559b153b9b8eb7cbc489bf8dddce25d8453008353ab5219911e9fa,Apr-11-2018 09:52:31 AM,0x0ea536c511cdefac888527ce7ba9a50e79ce2400,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.448
0x5d22265d4a5fe2e5324c177f1a1af3c2a39e4c6360c471b06c19d225ed26e383,Apr-11-2018 09:51:37 AM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,48.54
0xb151d8ee63be1ba9c76128de5906cd8091e393bcd3ec52d29c4e6bb34b53a431,Apr-11-2018 09:51:23 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xbee749a866f4fd0712c90ad970b658488e9b2a77,10.695
0x0b3a82910583179c0523f0fa6a4e0d0c5ac534048704c598f60d435c63df9c07,Apr-11-2018 09:44:54 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x0ea536c511cdefac888527ce7ba9a50e79ce2400,0.448
0x4c5a7a031f3ac492e543ae19a1b7799285881b2b3f8d2da8f5a925a27eefa727,Apr-11-2018 09:42:35 AM,0x86b25d675c30975d49a7f2131b65705616040395,0x17bc58b788808dab201a9a90817ff3c168bf3d61,30.015
0x9d0de7f249ef34876f7e88beb28f77e24684b12bc7ce1acd934ee38ffca3dd5f,Apr-11-2018 09:39:32 AM,0x57b7710089b2e62db64a972cec4dfdc510ea533b,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.71
0x5cb6a9b02d44d000fdf6560938753771143509dc213e318f050e4762acfc0839,Apr-11-2018 09:35:42 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x86b25d675c30975d49a7f2131b65705616040395,30.015
0x5cbfd377ac9809112b3fb70af0af492622410db64c52125613e3e45cf2f82fa3,Apr-11-2018 09:33:36 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x57b7710089b2e62db64a972cec4dfdc510ea533b,0.71
0xf5089e745302ece64160f873d7fcf906fc1cc01282de03059a49323ac74ed5ff,Apr-11-2018 09:32:34 AM,0x281fc0aeb1da53e0461dba9c27ef414d1e658d52,0x17bc58b788808dab201a9a90817ff3c168bf3d61,5.3
0xd68b8da259c374f4dc8438c21a5e0d6733ddcaaaa6b32a8babc2d02a22f1fd67,Apr-11-2018 09:32:08 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x9644401799fc31291db03dd8f66bac2bfeb00d36,2.03
0xfb6223dd866b3632b4b4b13b31183ff158e1f28621fa7de9d6febdd461be712b,Apr-11-2018 09:28:12 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x8a2bd7a6caf2bf2412eecf86942d65531c799046,1.38
0x6a4996eefd697e1ceb21dd3d960d5ae9767341ca8025c567c54b1b7134b51026,Apr-11-2018 09:27:39 AM,0x7adb54fb5569d453bb2188bd93b420d55e267185,0x17bc58b788808dab201a9a90817ff3c168bf3d61,12.515
0x4efb0c93a7bcb6204214f37ac15fa6d5ebf180da7d65f517c93ab64123fab83b,Apr-11-2018 09:24:50 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x281fc0aeb1da53e0461dba9c27ef414d1e658d52,0.945
0x09756556b448f6c77e93b3a05497f6a46e9f78f673fdcc3547c1843ffd1559bc,Apr-11-2018 09:24:50 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xb2850b0db59d7d6dfe47346a74258e202476d456,5.104
0x4b7e464528ba5eff8f1325094dc9f86ec89ae705293c69f5c76c8955aaa375fc,Apr-11-2018 09:22:48 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x7adb54fb5569d453bb2188bd93b420d55e267185,12.515
0x73c3813a7d93503f59cf95bbcd46c32b01adb06f22c1b8c83237dfa858540e08,Apr-11-2018 09:21:42 AM,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0xa30d8157911ef23c46c0eb71889efe6a648a41f7,553.228
0x17f70fa655592475c3163ec405733c9800023c4be350ef6ba1ccf66b7d370e42,Apr-11-2018 09:20:14 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xb7a8c029427d906acb27bca9ab79e8592e5af89a,0.525
0x42cbae87ac573acc68e0d2fcc04e622bf2f27b805a2f46df9fec8682c18482a8,Apr-11-2018 09:19:35 AM,0xd832dcad84ac68d400d52b2d918c502276ced773,0x17bc58b788808dab201a9a90817ff3c168bf3d61,8.255
0xaddb2f1bf5cacf90d4ad84786b9fb9da50008feb879553d69eb5a13a4a862ccc,Apr-11-2018 09:14:49 AM,0xd48d5a31ff7bee96bbedb5474beec837f76d69fc,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.861
0x74f66bd29f6c6741072f05bd1d0de3195a904423e50aca8dae5e07c0e66d106b,Apr-11-2018 09:09:41 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x1a9b007a09b86b4156aa6b467c6d74ae0e26b62a,4.145
0x0a6516115b1a8989507710d22b6f03f3aa70799c22162788dce1d8de68a55042,Apr-11-2018 09:09:41 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xd832dcad84ac68d400d52b2d918c502276ced773,1.245
0x7d383b7828a8b499951cafe5236f50cc80d11223543969d6415f94f3fe35e349,Apr-11-2018 09:07:48 AM,0x9644401799fc31291db03dd8f66bac2bfeb00d36,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.1
0x3735c4638f3a151a8875a75394b9e997dd48619bf0dd62d043b53aa3fc3a2fb0,Apr-11-2018 09:07:48 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xd48d5a31ff7bee96bbedb5474beec837f76d69fc,0.861
0xb9207d192ee6d66135bdf2f73afcf4ace56587f0d42db0ae0f746afd9a80b0a4,Apr-11-2018 09:05:19 AM,0x33626bf3feae1d1d4138de390bd32b87763797d0,0xf6bbc05580b5348ef5ac601c6aa051d60659d9a6,0.585
0xf3166e0960ced958f0c3c466ff5e7f4fef6a968ed7ffc36ad8a4f9e7ff2a5486,Apr-11-2018 09:03:43 AM,0x5fd9727c843d2c68cff6f3d308ba450dbf360906,0x17bc58b788808dab201a9a90817ff3c168bf3d61,523.237
0x551adbacb05f1e5925aed763d11dce15f47228e4a537bdf56233dec4159c7658,Apr-11-2018 09:03:43 AM,0x4e816d91c2674634158f816bb8e08d175d534413,0x17bc58b788808dab201a9a90817ff3c168bf3d61,7.055
0x2a763706c8f378924c1bb8b0d4c5ef3d03ee478ae852a11dca4a27378f436263,Apr-11-2018 09:03:43 AM,0x4412efca7450762f7fd62463d15a5129d9572b42,0x17bc58b788808dab201a9a90817ff3c168bf3d61,5.935
0x97e52287fb817e42ae88d10b6e5b8bc3f726de28b4faaadba32042b9bd1884a5,Apr-11-2018 09:02:47 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x9644401799fc31291db03dd8f66bac2bfeb00d36,0.1
0x9daf15f7e29e804abfd6a5842a90ccd24d8c5be460c4b0da74762b64dd4a44c9,Apr-11-2018 09:02:47 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0xe2d99bc2d3151687b41bec6224c664989635784d,0.08
0x98114cbe37448e4191b31b785660c7bbb6b727e8445bbe02be44846a49557d39,Apr-11-2018 08:58:04 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x33626bf3feae1d1d4138de390bd32b87763797d0,0.585
0x9ecd4cd25c7c652726846e5a8b11b227d5ef525452d8733c67dcd0453f61817b,Apr-11-2018 08:58:04 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x5fd9727c843d2c68cff6f3d308ba450dbf360906,7.917
0xad6ab4d8557527ce20b888ad1073fb8134ae64f29a0c108db57af4d493ee86b1,Apr-11-2018 08:58:00 AM,0xb0cf943cf94e7b6a2657d15af41c5e06c2bfea3d,0x4e816d91c2674634158f816bb8e08d175d534413,7.055
0xceb4a548221bbdf120fe53f0bdc2e2bb774be7d5475fa083d9aaf943586ac5b6,Apr-11-2018 08:57:30 AM,0x8c42dd9d463d0ee0c8597aefa3a6a646ec27397b,0x17bc58b788808dab201a9a90817ff3c168bf3d61,0.935
0xa5d7fab53d122a00d4782feee297242c79bfda451b507c02add2c3e362b9e82b,Apr-11-2018 08:57:30 AM,0x082bb051cf3f528ca514ce07979128882f8281a6,0x17bc58b788808dab201a9a90817ff3c168bf3d61,6.85
